PubmedID,Title,Publication Date,Authors,Company
39727014,"Real-World Effectiveness and Safety of Intravenous Daratumumab in Patients with Multiple Myeloma: A Multicenter, Observational Study from Korea.",2024 Dec 24,"Koh Y, Yoon SS, Kim K, Lee JJ, Jung SH, Yoon SE, Park SS, Park Y, Yoon S, Min CK",Cancer Res Treat
39726453,Severe Polymyalgia Rheumatica-Like Syndrome Induced by Immune Checkpoint Inhibitor: A Case Report and Literature Review.,2024 Nov,"Tsurui T, Ariizumi H, Kubota Y, Tsunoda T",Cureus
39726025,Association between body temperature and all-cause mortality in patients with sepsis: analysis of the MIMIC-IV database.,2024 Dec 26,"Zhao Y, Zhang B",Eur J Med Res
39725701,Study on clinical features of early death in older patients with acute promyelocytic leukemia.,2025 Jan,"Zhao Y, Yu X, Yan L, Shi D, Li J, Hou W, Zhang Q, Zhu Y, Zhang Y",Ann Hematol
39720061,"Heavy metal pollution and evaluation of health risk of amaranth around Don Bosco wastewater treatment plant, Iringa, Tanzania.",2024 Dec 30,"Mwakalukwa JP, Mgimba AB, Shaban HS, Ntarisa AV",Heliyon
39719629,Angiosarcoma associated with Kasabach-Merritt syndrome presenting with typical signs and symptoms of pulmonary tuberculosis: a case report.,2024 Dec 25,"Tariq AT, Kazmi SMH, Riyaz S, Ali Z",J Med Case Rep
39718494,Case 332: Tyrosine Kinase Inhibitor-induced Intestinal Lymphangiectasia.,2024 Dec,"Adler C, Menias C",Radiology
39718391,Unusual Presentation of a Pediatric Burkitt's Lymphoma With Infiltration of the Interatrial Septum.,2025 Mar 1,"Abdelmohsen G, Alamri A, Algiraigri A, Elnakeeb M, Maghrabi K",J Pediatr Hematol Oncol
39717230,"Case report of a Sertoli cell tumor with unique presentation including fevers, weight loss, and leukocytosis in a 13-year-old male.",2025 Jan,"Kazarian AG, Ashbrook CQ, Timmons CF, Peters CA, Schlomer BJ",Urol Case Rep
39713056,Comparative analysis of clinical characteristics of symptomatic pituitary adenomas in elderly patients: a consecutive series of 114 patients.,2024,"Wang R, Han X, Xie C, Zhang Q, Kan L, Han S",Front Endocrinol (Lausanne)
39712796,Prosthetic Joint Infection by Streptococcus lutetiensis (Bovis) With Noncancerous Polyps and Negative Blood Cultures: A Case Report.,2024 Nov,"Shanti I, Samardali M, Gebremedhen AI",Cureus
39711320,Neutralizing antibodies against SARS-CoV-2 of vaccinated healthcare workers in Taiwan.,2025 Dec,"Priyambodo S, Kuo KC, Weng KP, Liu SF, Syu GD, Kuo HC",Ann Med
39710166,Non-tuberculous mycobacterial shoulder arthritis with acute exacerbation soon after initiation of immune checkpoint inhibitor: A case report.,2025 Mar,"Inada S, Omori K, Nomura T, Kitagawa H, Shigemoto N, Hattori N, Ohge H",J Infect Chemother
39710165,D-dimer is a strong predictor of mortality in paediatric hematological-oncological patients with severe infections.,2025 Mar,"Jia M, Lin S, Zhang J, Xu W, Liao C, Xu X",J Infect Chemother
39708159,Epstein-Barr virus-associated lymphoproliferative disease during remission after induction therapy with dasatinib in Philadelphia chromosome-positive acute lymphoblastic leukemia: a case report.,2025 Jan,"Sugihara A, Kubota Y, Nagaie T, Fujita M, Ishii K, Okamoto S, Ureshino H, Katsuya H, Takeuchi M, Kai K, Ando T, Ohshima K, Kimura S",Ann Hematol
39707538,"""Bone marrow-liver-spleen-type diffuse large B-cell lymphoma"" presenting with cold autoimmune hemolytic anemia: a case report.",2024 Dec 21,"Sivashangar A, Meegoda VJ, Alvitigala BY, Gooneratne LV",J Med Case Rep
39707416,Combined immunotherapy with dendritic cells and cytokine-induced killer cells for solid tumors: a systematic review and meta-analysis of randomized controlled trials.,2024 Dec 20,"Jiang W, Wang Z, Luo Q, Dai Z, Zhu J, Tao X, Xie Y, Du Y, Jiang L, Chu X, Fu G, Lei Z",J Transl Med
39704454,FACTORS AFFECTING COVID-19 OUTCOMES IN PATIENTS WITH HEMATOLOGICAL MALIGNANCIES.,2024 Dec 19,"Rudzite AM, Auzina D, Lejniece S",Exp Oncol
39703466,Clinical Outcomes of Pediatric Cancer Patients with COVID-19: A Cross-Sectional Study.,2024 Oct 1,"Arian Y, Faranoush P, Ehsanipour F, Sadighnia N, Elahinia A, Faranoush M",Int J Hematol Oncol Stem Cell Res
39697922,Utility of Obtaining Follow-Up Blood Cultures in Gram-Negative Bacterial Bloodstream Infection Among Patients With Hematologic Malignancies.,2024 Nov,"Dhanaraj N, Rowe K, Foppiano Palacios C",Cureus
39696449,Clinical and splenectomy-based treatment outcomes in 40 cases of hepatosplenic T-cell lymphoma: a comprehensive analysis.,2024 Dec 18,"Mingyue-Chen, Wu M, Yanhui-Xie, Shen L",World J Surg Oncol
39696290,Meningitis due to Gemella sp. in a patient with severe ENT conditions: case report and review of the literature.,2024 Dec 18,"Benhalima I, Jacquemont L, Milière L, Tone A, Ettahar N, Dewulf G, Mazars E",Ann Clin Microbiol Antimicrob
39695732,ALK + anaplastic large cell lymphoma involving the bladder: case report and review of the literature.,2024 Dec 18,"Zhao Y, Qiu W, Weng X, Gu C, Li S",Diagn Pathol
39695717,Pleural carcinoid diagnosed via video-assisted thoracoscopy biopsies in a patient with recurrent unilateral pleural effusion at St. Francis hospital Nsambya: a case report.,2024 Dec 19,"Kiweewa R, Mubiru A, Mugisa D, Mwebaze R, Basimbe F, Bbosa B, Nakitende K, Nabulya R",J Med Case Rep
39694484,Concomitant Interstitial Pneumonia and Disseminated BCG Infection after Intravesical BCG Therapy: A Case Report.,2024 Dec 19,"Mochizuki F, Hanazawa M, Komine M, Sunabe H, Koyanagi S, Yamazaki Y, Watanabe A, Shimada T, Obara K, Iijima H, Kurishima K, Ishikawa H",Intern Med
39694297,Clinical insights and management strategies for acute obstructive suppurative pancreatic ductitis: a retrospective study of 82 rare cases.,2024 Dec 16,"Bai B, Wang S, Chen X, Zhang C, Chen Q, Xu Y, Li H, Bao J, Mei Q, Liu X",Gastrointest Endosc
39691343,Infiltrative Myocardial T-Cell Lymphoma.,2024 Dec 4,"Podgorski A, Tardo D, Cherrett C, Lavee O, Kovacic JC",JACC Case Rep
39690780,[Systemic lupus erythematosus involving the fornix column leading to hyponatremia: A case report].,2024 Dec 18,"Chai J, Wang Y, Mu R, Zhao J",Beijing Da Xue Xue Bao Yi Xue Ban
39687655,Pediatric Ovarian Yolk Sac Tumor Mimicking Appendicitis: A Case Report From a Low-Resource Setting.,2024 Dec,"Nkenguye W, Mremi A, Minja P, Lodhia J",Clin Case Rep
39687277,Renal PEComa in a young male: A case report and insights from the literature.,2025 Jan,"Sholan R, Aliyev R, Sultan M, Almazkhanli A, Karim S, Gasimov J",Urol Case Rep
39686505,Laboratory biosafety: A visual analysis in the web of science database from 2000 to 2022: A review.,2024 Dec 13,"Qi S, Chen S, Witte D, Molenberghs G, Zhang Q, Gu H, Gao Y",Medicine (Baltimore)
39686448,A colon cancer patient with splenic metastasis associated with a splenic abscess and thrombocytopenia: A case report.,2024 Dec 13,"Cui F, Zhu R, Qian Z, Zhang Y",Medicine (Baltimore)
39680896,White islands in a sea of red: a sign of recovery or cause for alarm in dengue fever?,2024 Dec 16,"Yoshida K, Kano Y, Oda R",QJM
39678901,Short-term outcomes of robotic- vs. television-assisted thoracoscopic segmental lung resection for early-stage non-small-cell lung cancer in the day surgery models.,2024 Nov 30,"Wang Y, Meng C, Shi L, Gu S, Fan X, Wang Q",J Thorac Dis
39677203,Anti-N-Methyl-D-Aspartate Receptor (Anti-NMDAR) Encephalitis in Small Cell Lung Cancer: A Case Report.,2024 Nov,"Itagaki H, Hirano M, Endo T",Cureus
39675814,Laparoscopic excision of a spontaneously infected mesenteric duplication cyst.,2024 Dec 15,"Cauchi D, Caruana G, Camenzuli C",BMJ Case Rep
39674705,Measurement of non-invasive rectal and ear temperature in inpatients ≥ 18 years old: A cross-sectional comparative study.,2025 Feb,"Jørgensen L, Boll B, Rosenkilde KF, Bruun NH, Pedersen PU, Nørgaard MW",Z Evid Fortbild Qual Gesundhwes
39670438,Efficacy and Tolerability of Tebentafusp in Metastatic Uveal Melanoma: A Real-life Retrospective Multicentre Study.,2024 Dec 12,"Vitek L, Goronflot T, Dutriaux C, Deleuze A, Le Corre Y, Duval-Modeste AB, Fresnard C, Jeudy G, Lamoureux A, Gaudy-Marqueste C, Legoupil D, Baroudjian B, L'Orphelin JM, Peuvrel L, Khammari A, Mortier L, Quereux G",Acta Derm Venereol
39669863,Intersecting Pathologies: Vulvar Cancer Complicated by a Fusobacterium necrophorum Infection.,2024 Nov,"Anderson TR, Carletto E, Barreto-Nadal V, Langston E, Jones M",Cureus
39668052,[Antibioprophylaxis failure with BCG therapy for bladder neoplasia].,2025 Feb,"Argoulon N, Morel H, Lanotte P, Ferreira M, Prazuck T, Marchand-Adam S",Rev Mal Respir
39667717,Recent advances in the study of immune checkpoint inhibitor-associated pneumonia.,2025 Feb,"Feng X, Li G, Li C",Crit Rev Oncol Hematol
39663041,A 68-Year-Old Woman With a Rapidly Reaccumulating Pleural Effusion.,2024 Dec,"Torres Lizardi M, Ajmani G, Wagh A",Chest
39658239,Decitabine-induced Sweet syndrome.,2024 Dec 10,"Krishnasamy S, Paul AA",BMJ Case Rep
39658233,Oesophageal pulmonary fistula secondary to oesophageal carcinoma.,2024 Dec 10,"Elenjickal VM, Sajikumar K, Magazine R, Bhat G",BMJ Case Rep
32491714,Acute Mastitis.,2025 Jan,"Blackmon MM, Nguyen H, Vadakekut ES, Mukherji P",
39654232,Sarcomatoid hepatocellular carcinoma with subdiaphragmatic metastasis misdiagnosed as liver abscess: A case report.,2024 Dec 6,"Liu XW, Yang CY, Liu XP, Lei N",Medicine (Baltimore)
39654225,Metastatic dedifferentiated liposarcoma of the mediastinum with osteosarcomatous differentiation: A case report.,2024 Dec 6,"Hu C, Nong S, Liu A, Huang W, Qi Y, Wang Y, Ye Y, Jiang Y, Chen Y, Zhang Q, Wu M",Medicine (Baltimore)
39654216,Anti-NMDAR encephalitis presenting with persistent fever and meningitis and responding well to distinctive individualized first-line treatment: A case report.,2024 Dec 6,"Jin X, Zhuang J, Xu J",Medicine (Baltimore)
39654184,Emerging paradigm: Molecularly targeted therapy with Dabrafenib and Trametinib in recurring pediatric gliomas with BRAF mutations: A narrative review.,2024 Dec 6,"Wahid MA, Khan MT, Hussain JM, Malik H, Umar SA, Mughal S, Hasanain M, Anjum MU, Mahmmoud Fadelallah Eljack M",Medicine (Baltimore)
39653951,[The surgical case reports of Hippocrates of Cos. Medical Practice in Ancient Greece].,2024 Dec,"Golder WA, Golder W",MMW Fortschr Med
39652553,Surgical outcomes of single-port vs multi-port laparoscopic hysterectomy for endometrial cancer: A systematic review and meta-analysis.,2024,"Ji F, Chen G, Zhang M, Chen X, Zhang J, Ding D, Wang Y",PLoS One
39649834,A practical approach to febrile cancer patients:  Diagnostic stewardship in Oncology units.,2024,"H B S, Fernandes AM, D'souza S, B P, Rao P, Shenoy M S",F1000Res
39643453,Validation of Risk Models for Predicting Febrile Neutropenia Among Breast Cancer Patients Receiving Chemotherapy: A Real-World Study.,2025 Feb,"Hsu SW, Chiang SC, Hsu JC, Ko Y",Clin Ther
39638578,Rare presentation of Ewing's sarcoma underscores the diagnostic challenges in atypical cases.,2024 Dec 5,"Karim A, Chawla D, Jaglan S, Karim A",BMJ Case Rep
39635961,Candida tropicalis Liver Abscess in an Immunocompromised Patient With Pancreatic Head Cancer on 68 Ga-FAPI PET/CT.,2025 Mar 1,"Kim J, Kim SE, Cho E, Choi KH",Clin Nucl Med
39632727,Preclinical Evaluation of an Anchored Immunotherapy Strategy with Aluminum Hydroxide-Tethered IL-12 in Dogs with Advanced Malignant Melanoma.,2025 Mar 4,"Passos Barbosa MM, Kamerer RL, Schmit J, Lopez AJ, Uyehara R, Tighe R, Battula S, Kaufman HL, Fan TM",Mol Cancer Ther
39632644,Adult vaccination in India: A rapid review of current status & implementation challenges.,2024 Sep&Oct,"Bhattacharyya A, Shahabuddin SM",Indian J Med Res
39632582,[A Case of Retroperitoneal Primary Undifferentiated Pleomorphic Sarcoma with a Rapid Course].,2024 Oct,"Kiyozuka K, Suzuki R, Sakai K, Kohei N, Nozawa A",Hinyokika Kiyo
39632055,[Crizotinib Associated Renal Abscess --A Case Report-].,2024 Sep,"Toyota S, Kato T, Ehara H, Sugie S",Hinyokika Kiyo
39630348,Dexamethasone palmitate for children with Epstein-Barr virus associated hemophagocytic lymphohistiocytosis.,2025 Feb,"Ono R, Sakamoto K, Doi T, Yanagisawa R, Morimoto A, Kanegane H, Nakazawa Y, Shioda Y, HLH/LCH committee members of the Japan Children’s Cancer Group",Int J Hematol
39629325,Identification of host proteins that interact with African swine fever virus pE301R.,2024 Jun,"Shi M, Zhou N, Xiu M, Li X, Shan F, Chen W, Li W, Chiang CM, Wu X, Zhang Y, Li A, Cao J",Eng Microbiol
39627942,[A Case of Retroperitoneal Abscess with Severe Inflammatory Adherence to Inferior Vena Cava].,2024 Aug,"Makino S, Hori JI, Takagi H, Takeuchi K, Morishita S, Otani M, Kobayashi S, Wada N, Kitta T, Kakizaki H",Hinyokika Kiyo
39627490,Prediction of prolonged mechanical ventilation in the intensive care unit via machine learning: a COVID-19 perspective.,2024 Dec 4,"Weaver M, Goodin DA, Miller HA, Karmali D, Agarwal AA, Frieboes HB, Suliman SA",Sci Rep
39627454,RT-RPA as a dual tool for detection and phylogenetic analysis of epidemic arthritogenic alphaviruses.,2024 Dec 3,"Sridhar S, Tonto PB, Lumkong L, Netto EM, Brites C, Wang WK, Herrera BB",Sci Rep
39626589,Long-term disease-free survival of a patient of acute myeloid leukemia with superior vena cava syndrome grade 2 with adjunct Ayurvedic treatment: A case report.,2024 Nov-Dec,"Sardeshmukh S, Deshmukh V, Kulkarni A, Godse V, Datar S, Kulkarni S, Bhuvad S, Shingte A, Chavan S",J Ayurveda Integr Med
39624359,Pelvic/Sacral Chondrosarcoma with Brain Metastasis: A Case Report.,2024 Jan-Dec,"Herrán-Fonseca C, Vargas-Rojas JL, Andreu-Atuesta RA, Salgado-Rueda SA",Case Rep Oncol
39622899,Nanomechanical detection to empower robust monitoring of sepsis and microbial adaptive immune system-mediated proinflammatory disease.,2024 Dec 2,"Thanapirom K, Al-Akkad W, Pelut A, Sadouki Z, Finkel JB, Nardi-Hiebl S, Vogt W, Vojnar B, Wulf H, Eberhart L, McHugh TD, Rombouts K, Pinzani M, Tsochatzis E, Ndieyira JW",Sci Rep
39620486,"Exploring the dynamics of gut microbiota, antibiotic resistance, and chemotherapy impact in acute leukemia patients: A comprehensive metagenomic analysis.",2024 Dec,"Luo Y, Sheikh TMM, Li X, Yuan Y, Yao F, Wang M, Guo X, Wu J, Shafiq M, Xie Q, Jiao X",Virulence
39618590,Regorafenib-Triggered Hemophagocytic Lymphohistiocytosis: A Report of Two Cases.,2024 Oct,"Blazevic I, Fares N, Delaunay B, Gomez-Roca C",Cureus
39616689,"Catheter-related bloodstream infection by a newly proposed ""Mycobacterium toneyamachuris"" in a boy with B-cell precursor acute lymphoblastic leukemia.",2025 Mar,"Naruse H, Watanabe N, Ohta A, Shimizu Y, Fukushima T, Watanabe A, Nakao T, Taji Y, Matsumoto Y, Nakamura S, Igarashi Y, Takaki A, Mitarai S, Mitsutake K, Tanaka R, Ebihara Y",Diagn Microbiol Infect Dis
39614923,Pyoderma gangrenosum-like neutrophilic dermatosis as an adverse effect of menin-KMT2A inhibitor therapy for acute myeloid leukaemia.,2024 Dec,"Tauveron-Jalenques U, Sarr K, Guièze R, Giordano C, Rouanet J, Hayette S, Chevenet C, Heiblig M, Ravinet A",Ann Hematol
39613418,Herpetic encephalitis with autoimmune recurrence following cerebral aneurysm clipping.,2024 Nov 28,"Moniz Dionísio J, Santos M, Seromenho-Santos A, Reizinho C",BMJ Case Rep
39610985,Unraveling Heart Inflammation: Recurrent Myopericarditis Caused by Coxsackie A Virus-A Case Report.,2024 Dec,"Maliha M, Satish V, Chi KY, Shama N, Halder S, Oishy SM, Kharawala A, Varrias D, Fallaice RT",Clin Case Rep
39610630,Candida Epiglottitis in a Patient Undergoing Chemotherapy for Small Cell Lung Cancer: A Case Report.,2024 Oct,"Kushima N, Yanagihara T, Ikeda T, Chen M, Hamada N, Fujita M",Cureus
39610570,Primary Laryngeal Lymphoma: A Case Report of a Rare Entity.,2024 Oct,"Prithviraj SM, Sudarsan SS, L MK",Cureus
39608827,Complete central airway obstruction from aggressive mucormycosis in a patient with acute myeloid leukaemia.,2024 Nov 27,"Nguyen HD, Vo LYN, Ho ATN",BMJ Case Rep
39606691,Outbreaks of COVID-19 in a tuberculosis treatment sanatorium on the Thailand-Myanmar border: a retrospective cohort analysis.,2023,"Aung HKK, Swe LL, Saito M, Lesseps S, Janurian N, Tun WPP, Maung Maung B, Than A, Watthanaworawit W, Kaewphanderm N, Gornsawun G, Pyae Phyo A, Nosten F",Wellcome Open Res
39596492,"Mediastinal Teratoma with Nephroblastomatous Elements: Case Report, Literature Review, and Comparison with Maturing Fetal Glomerulogenic Zone/Definitive Zone Ratio and Nephrogenic Rests.",2024 Nov 19,"Alfawaz B, Koujok K, Eamer G, Sergi CM",Int J Mol Sci
39595821,A Systematic Review of Mesenchymal Stem Cell-Derived Extracellular Vesicles: A Potential Treatment for Glioblastoma.,2024 Oct 25,"Agosti E, Antonietti S, Ius T, Fontanella MM, Zeppieri M, Panciani PP",Brain Sci
39593538,"Physical therapy intervention improves pain, mobility, and strength in a patient with transverse myelitis seropositive to Chikungunya: Case report.",2024 Oct,"Conceição ABSD, Albuquerque BTF, Silva LYAD, Diniz ALFS, Souza Rego IN, Moraes SAS, Jacob MM",J Bodyw Mov Ther
39589461,"Triple-Action Therapy: Combining Machine Learning, Docking, and Dynamics to Combat BRCA1-Mutated Breast Cancer.",2024 Nov 26,"Zainulabidin AA, Sufyan AJ, Thirunavukkarasu MK",Mol Biotechnol
39588412,Undifferentiated Pleomorphic Sarcoma of the Proximal Thigh With Neoplastic Fever and Metachronous Sternal Metastases: A Case Report and Review of the Literature.,2024 Oct,"Cruz-Alvarenga AJ, Bendaña Laínez CF, Villalta Salgado KV",Cureus
39587753,[Aggressive natural killer cell leukemia with hemophagocytic lymphohistiocytosis: a case report].,2024 Nov 15,"Yang JH, Zhou QM, Xu XY, Yao XM, Luo YM, Chen QT, Guo ZZ, Li TH",Zhongguo Dang Dai Er Ke Za Zhi
39587410,Systematic Review of Studies Investigating Hospital Readmissions in Pediatric Oncology.,2025 Feb,"Hassan H, Chen Y, Lu AD, Arciniegas SE, Yan AP, Guo LL, Sung L",Pediatr Blood Cancer
39587191,Efficacy and safety of the combination of decitabine and CHAG priming regimen in the relapsed or refractory acute myeloid leukemia.,2024 Nov 25,"Wu Y, Liang J, Mi R, Wang L, Chen L, Wei X",Sci Rep
39585317,Hyperthermic Intrathoracic Chemotherapy Modulates the Immune Microenvironment of Pleural Mesothelioma and Improves the Impact of Dual Immune Checkpoint Inhibition.,2025 Feb 3,"Hao Y, Gkasti A, Managh AJ, Dagher J, Sifis A, Tiron L, Chriqui LE, Marie DN, De Souza Silva O, Christodoulou M, Peters S, Joyce JA, Krueger T, Gonzalez M, Abdelnour-Berchtold E, Sempoux C, Clerc D, Teixeira-Farinha H, Hübner M, Meylan E, Dyson PJ, Cavin S, Perentes JY",Cancer Immunol Res
39578871,Clinical outcomes of Omicron infection and vaccine acceptance among pediatric liver transplant recipients: insights from a cross-sectional survey.,2024 Nov 22,"Zheng Z, Lu Y, Wu H, Lam PU, Sun X, Song Y, Ji H, Luo Y, Zhou T, Feng M, Wan P, Zhu J, Li P, Deng J, Shen N, Cao Q, Liang J, Xia Q, Xue F",Virol J
39577212,Isorhapontigenin alleviates acetaminophen-induced liver injury by promoting fatty acid oxidation.,2025 Feb,"Zha H, Lv S, Hu Y, Xie Y, Wang L, Yang C, Li G, Gong S, Ping L, Zhu D, Wang J, Weng Q, He Q, Wang J",Biochim Biophys Acta Mol Basis Dis
39576825,Long-term visual outcomes and histopathologic findings after cataract surgery in Ebola virus disease survivors in the Ebola virus RNA persistence in ocular tissues and fluids (EVICT) study.,2024 Nov,"Hartley CD, Kim L, Fashina T, Begley J, Mattia JG, Vandy MJ, Harrison-Williams LC, Mustapha J, Garry RF, Schieffelin JS, Grant DS, Goba A, Kraft CS, Hayek BR, Palacios G, Shantha J, Crozier I, Zeng X, Yeh S, Ebola Virus Persistence in Ocular Tissues and Fluids (EVICT) Study Investigators",PLoS Negl Trop Dis
39574050,Cyclosporine successfully treats steroid-resistant checkpoint inhibitor-related pneumonitis: a case report.,2024 Nov 21,"Deng J, Guan W, Hu M, Deng H, Mo W, Li R, Sun N, Zhou C, Lin X",BMC Pulm Med
39572426,Endoscopic retrograde appendicitis therapy for management of chronic fecalith appendicitis.,2025 Jan,"Ma LY, Hu JW, Cai XL, Liu ZQ, Zhong YS, Lin SL, Chen TY, Cai SL, Zhang YQ, Chen WF, Ma LL, Cai MY, Qin WZ, Ma X, Li QL, Zhou PH",Surg Endosc
39572410,Evaluation of infectious complications in patients with myelodysplastic syndromes: a prospective cohort study from the Canadian MDS registry.,2024 Dec,"Mathur S, Christou G, Delage R, Elemary M, Finn N, Geddes M, Houston DS, Keating MM, Khalaf D, Leber B, Leitch H, Lother SA, Mozessohn L, Nevill T, Parmentier A, Paulson K, Rimmer E, Sabloff M, Shamy A, St-Hilaire E, Storring J, Yee K, Zhang L, Zhu N, Hay AE, Zarychanski R, Buckstein R, Houston BL",Ann Hematol
39571992,[A Case of Necrosis of the Gastric Remnant Following Laparoscopic Distal Gastrectomy].,2024 Oct,"Makino H, Honda S, Nakashima C, Ito K, Chida K, Sahara K, Mori K, Asano F, Minami Y, Oka T, Yamagishi S",Gan To Kagaku Ryoho
39569624,Tislelizumab-induced cytokine release syndrome: the first case report and review of the literature.,2024,"Yin H, Diao Y, Zheng Z, Dong Q, Zhang J",Immunotherapy
39566932,Hodgkin Lymphoma Presenting as Pel-Ebstein Fever: A Case Report.,2024 Nov,"Shriwastav UK, Sundriyal D, Kumar P, Sehrawat A",Cancer Rep (Hoboken)
39565671,Oral Myeloid Sarcoma as a Marker of Relapse in Acute Myeloid Leukemia.,2024 Dec 1,"Meena A, Rout N, Ganesh RN, Ramassamy S",Am J Dermatopathol
39562214,Dexamethasone improves clinical and biological tolerance of transcatheter arterial chemoembolization for hepatocellular carcinoma.,2025 Mar,"Masrour O, Rayer C, Giguet B, Uguen T, Morcet J, Jezequel C, Houssel-Debry P, Jegonday MA, Moirand R, Bardou-Jacquet E",Dig Liver Dis
39561807,Similar but Distinct Comorbidity Patterns Between Polycystic Ovary Syndrome and Endometriosis in Korean Women: A Nationwide Cohort Study.,2024 Nov 18,"Jeong HG, Jeon M, Ryu KJ, Kim J, Choe BY, Joo YY, Park H",J Korean Med Sci
39559787,Coexistence of Intestinal Spirochetosis and Colorectal Cancer: Could the Coil be Carcinogenic?,2024 Nov,"Zuercher H, Daneshmand A, Stolow E, Giansiracusa M, Allan R, Sapounas A",ACG Case Rep J
39559727,Thyroid Gland as a Metastatic Site for Hepatocellular Carcinoma: A Rare Case Report.,2024,"Ge YL, Jin SQ, Han LZ, Zhang X",Onco Targets Ther
39559357,Perplexing paradoxical reactions: navigating the complexity of protracted tuberculosis meningitis-a case report.,2024,"Gooding MS, Hammoud DA, Epling B, Rocco J, Laidlaw E, Kuriakose S, Chaturvedi M, Galindo F, Ma SV, Mystakelis H, Poole A, Russo K, Shah M, Malone JL, Rupert AW, Sereti I, Manion M",Front Immunol
39553367,Mixed Germ Cell Tumor (GCT) of Ovary with Atypical Presentation.,2024 Sep,"Jhirwal M, Trivedi S, Shekhar S, Sharma C",Maedica (Bucur)
39552511,"Syringin: Plant Source, Traditional Uses, Anti-Cancer, Brain Protection, and Related Pharmacological Properties.",2024 Nov 18,"Liu C, Xu H, Wang P, Li Y, Yi X, Tu Y",Chem Biodivers
39551823,A Lassa virus live attenuated vaccine candidate that is safe and efficacious in guinea pigs.,2024 Nov 17,"Carey BD, Yu S, Geiger J, Ye C, Huzella LM, Reeder RJ, Mehta M, Hirsch S, Bernbaum R, Cubitt B, Pahar B, Anthony SM, Marketon A, Bernbaum JG, Tran JP, Crozier I, Martínez-Sobrido L, Worwa G, de la Torre JC, Kuhn JH",NPJ Vaccines
39545817,Clinical impact of ceftazidime/avibactam on the treatment of suspected or proven infections in a large cohort of patients with haematological malignancies: a multicentre observational real-world study.,2025 Feb 3,"Tumbarello M, Giuliano G, Criscuolo M, Del Principe MI, Papayannidis C, Fracchiolla NS, Dargenio M, Cefalo M, Nadali G, Candoni A, Buquicchio C, Marchesi F, Picardi M, Lessi F, Piedimonte M, Prezioso L, Piccini M, Cattaneo C, Busca A, Brunetti S, Buzzatti E, Dedola A, Sciumé M, Di Renzo N, Cesini L, Vatteroni A, Raffaelli F, Pagano L",J Antimicrob Chemother
39537756,A novel nomogram for predicting non-infectious fever in patients following laparoscopic myomectomy.,2024 Nov 13,"Zhu Y, Tan J, Liu LK, Tan B",Sci Rep
39537571,Navigating antibiotic therapy in acute cholangitis: Best practices and new insights.,2025 Jan,"Masuda S, Imamura Y, Jinushi R, Kimura K, Ryozawa S, Koizumi K",J Hepatobiliary Pancreat Sci
39536701,Immune-related and Common Adverse Events With Programmed Cell Death 1/Programmed Cell Death Ligand 1 inhibitors combined with other Anticancer Therapy for Solid Tumors: A Systematic Review and Meta-analysis.,2025 Jan,"Inoue T, Narukawa M",Clin Oncol (R Coll Radiol)
39534717,Primary Pulmonary Leiomyosarcoma Managed With Pazopanib: A Case Report and Literature Review.,2024 Jan-Dec,"Khosravi S, Keshtegar S, Tavakoli Pirzaman A",Ther Adv Pulm Crit Care Med
39530627,Plain language summary: tarlatamab for patients with previously treated small cell lung cancer.,2024 Dec,"Ahn MJ, Cho BC, Felip E, Korantzis I, Ohashi K, Majem M, Juan-Vidal O, Handzhiev S, Izumi H, Lee JS, Dziadziuszko R, Wolf J, Blackhall F, Reck M, Alvarez JB, Hummel HD, Dingemans AC, Sands J, Akamatsu H, Owonikoko TK, Ramalingam SS, Borghaei H, Johnson ML, Huang S, Mukherjee S, Minocha M, Jiang T, Martinez P, Anderson ES, Paz-Ares L",Future Oncol
39526966,Bloodstream Infections in Childhood Acute Myeloid Leukemia and Machine Learning Models: A Single-institutional Analysis.,2025 Jan 1,"Chappell TL, Pflaster EG, Namata R, Bell J, Miller LH, Pomputius WF, Boutilier JJ, Messinger YH",J Pediatr Hematol Oncol
39521551,A 52-Year-Old Woman With Persistent Back Pain and Multiple Pulmonary Nodules.,2024 Nov,"Sun M, Boban A, Rana S, Alaws H, Qutob HF",Chest
39521550,A 72-Year-Old Man With Innumerable Bilateral Pulmonary Nodules After Lung Transplantation.,2024 Nov,"Mashina M, Emtiazjoo AM, Rackauskas M, Gries C, Reams V, Chaffin JM, Weir W, Saha BK",Chest
39521261,"Case-time series study on the short-term impact of meteorological factors on West Nile Virus incidence in Italy at the local administrative unit level, 2012 to 2021.",2025 Jan 1,"De Angelis L, Ancona A, Moirano G, Oradini-Alacreu A, Bella A, Fabiani M, Petrone D, Piervitali E, Perconti W, Fraschetti P, Settanta G, Del Manso M, Fotakis EA, Riccardo F, Rizzo C, Pezzotti P, Mateo-Urdiales A",Environ Res
39518094,Combined Radiotherapy and Hyperthermia: A Systematic Review of Immunological Synergies for Amplifying Radiation-Induced Abscopal Effects.,2024 Oct 30,"Van Dieren L, Quisenaerts T, Licata M, Beddok A, Lellouch AG, Ysebaert D, Saldien V, Peeters M, Gorbaslieva I",Cancers (Basel)
39516037,Viral pneumonia in a patient treated with pembrolizumab - similarity with immune-related pneumonitis.,2024,"Podhorec J, Jakubíková L, Bílek O, Kiss I, Poprach A",Klin Onkol
