PubmedID,Title,Publication Date,Authors,Company
38206875,Piloting delivery of PfSPZ vaccines for malaria through a cryogenic vaccine cold chain to travel and military medicine clinics.,2024 Apr 6,"James ER, Church LWP, Hoffman SL, Richie TL, Robertson BD, Hickey PW, Schwartz DJ, Logan PT, Asare TD, Jones ML, Bay JL, Roschel AK, Pfeiffer JL, Acosta RW, Schiavi E, Acosta AM, Noble M, Henkel T, Young C",J Travel Med
38193423,Thermoelectrically Driven Dual-Mechanism Regulation on SERS and Application Potential for Rapid Detection of SARS-CoV-2 Viruses and Microplastics.,2024 Jan 26,"Du B, Liu Y, Tan J, Wang Z, Ji C, Shao M, Zhao X, Yu J, Jiang S, Zhang C, Man B, Li Z",ACS Sens
38191902,Tracing the COVID-19 spread pattern in India through a GIS-based spatio-temporal analysis of interconnected clusters.,2024 Jan 8,"Gupta M, Sharma A, Sharma DK, Nirola M, Dhungel P, Patel A, Singh H, Gupta A",Sci Rep
38187597,Interferon signaling in the nasal epithelium distinguishes among lethal and common cold respiratory viruses and is critical for viral clearance.,2023 Dec 19,"Otter CJ, Renner DM, Fausto A, Tan LH, Cohen NA, Weiss SR",bioRxiv
38161571,Gradually Progressive Interstitial Pneumonia Following COVID-19 in an Older Patient: A Case Report.,2023 Dec,"Mori T, Yamane F, Sano C, Ohta R",Cureus
38159667,The impact of ambient temperature and air pollution on SARS-CoV2 infection and Post COVID-19 condition in Belgium (2021-2022).,2024 Apr 1,"Thi Khanh HN, De Troeyer K, Smith P, Demoury C, Casas L",Environ Res
38159017,"[Efficacy and safety of bacterial lysate OM-85 in the treatment of uncomplicated acute respiratory infections: a double-blind, placebo-controlled, multicenter, randomized trial].",2023 Nov 23,"Kalyuzhin OV, Gorelov AV, Malyavin AG, Zaytsev AA, Esaulenko EV, Novak KE, Bykov AS",Ter Arkh
38148014,Sutimlimab suppresses SARS-CoV-2 mRNA vaccine-induced hemolytic crisis in a patient with cold agglutinin disease.,2023,"Kobayashi H, Ouchi T, Kitamura W, Asakura S, Yano T, Takeda H, Tokuda Y, Yoshino T, Maeda Y",J Clin Exp Hematop
38146403,"Editorial: Soundscape, well-being and mental health during/after the COVID-19 pandemic.",2023,"Wu Y, Kang J, Liu F, Xie H, Lau S",Front Psychol
38140536,Remdesivir Derivative VV116 Is a Potential Broad-Spectrum Inhibitor of Both Human and Animal Coronaviruses.,2023 Nov 23,"Liu W, Zhang M, Hu C, Song H, Mei Y, Liu Y, Zhang Q",Viruses
38140140,"Attitudes toward COVID-19 and Other Vaccines: Comparing Parents to Other Adults, September 2022.",2023 Nov 21,"Dudley MZ, Schuh HB, Goryn M, Shaw J, Salmon DA",Vaccines (Basel)
38138121,HLA-DQ2/8 and COVID-19 in Celiac Disease: Boon or Bane.,2023 Dec 13,"Lerner A, Benzvi C, Vojdani A",Microorganisms
38116033,Knowledge and Attitude toward Antibiotic Use and Identification of Financially Feasible Options to Curb the Spread of Antibiotics in Environment.,2023,"Krishna M, Makwana N, Kakde GS, Puri S, Kharat AS",Can J Infect Dis Med Microbiol
38116008,"Overview of anti-viral effects of probiotics via immune cells in pre-, mid- and post-SARS-CoV2 era.",2023,"Kanauchi O, Low ZX, Jounai K, Tsuji R, AbuBakar S",Front Immunol
38115844,The survival of murine hepatitis virus (a surrogate of SARS-CoV-2) on conventional packaging materials under cold chain conditions.,2023,"Xie T, Yang J, Fang C, Zhang J, Lin H, Zhu Y, Tang T, Wang C",Front Public Health
38098233,An olfactory perceptual fingerprint in people with olfactory dysfunction due to COVID-19.,2023 Jan 1,"Drnovsek E, Rommel M, Bierling AL, Croy A, Croy I, Hummel T",Chem Senses
38096736,An antibody-free evaluation of an mRNA COVID-19 vaccine.,2024 Feb,"Branham PJ, Cooper HC, Williamson YM, Najjar FN, Sutton WJH, Pierce-Ruiz CL, Barr JR, Williams TL",Biologicals
38078742,Circular RNA vaccines with long-term lymph node-targeting delivery stability after lyophilization induce potent and persistent immune responses.,2024 Jan 16,"Wan J, Wang Z, Wang L, Wu L, Zhang C, Zhou M, Fu ZF, Zhao L",mBio
38078729,Comment on 'Development of chilblain lesions during the COVID-19 pandemic is strongly associated with cold weather: a retrospective analysis of patients from a single centre in the USA'.,2024 Mar 21,"Potestio L, Martora F, Megna M, Villani A, Cacciapuoti S",Clin Exp Dermatol
38077028,copepodTCR: Identification of Antigen-Specific T Cell Receptors with combinatorial peptide pooling.,2024 Feb 8,"Kovaleva VA, Pattinson DJ, Barton C, Chapin SR, Minervina AA, Richards KA, Sant AJ, Thomas PG, Pogorelyy MV, Meyer HV",bioRxiv
38074764,"Knowledge, attitudes and behaviors on antimicrobial resistance among general public across 14 member states in the WHO European region: results from a cross-sectional survey.",2023,"Singh-Phulgenda S, Antoniou P, Wong DLF, Iwamoto K, Kandelaki K",Front Public Health
38069362,Sialylated Glycan Bindings from SARS-CoV-2 Spike Protein to Blood and Endothelial Cells Govern the Severe Morbidities of COVID-19.,2023 Dec 1,"Scheim DE, Vottero P, Santin AD, Hirsh AG",Int J Mol Sci
38061679,Optimized biomimetic minerals maintain activity of mRNA complexes after long term storage.,2024 Jan 15,"Choe JA, Brinkman HM, Lee JS, Murphy WL",Acta Biomater
38057224,Acute angle-closure glaucoma in COVID-19 patients may be precipitated by nonprescription oral cold and flu medication: A literature review.,2024 Mar,"Yin XL, Li XX, Liang XM",Asian J Surg
38042758,Role of Physical Activity in the Prevention and Treatment of Influenza: A Review.,2023 Dec 2,You M,Sports Med Open
38042532,"Waves in time, but not in space - an analysis of pandemic severity of COVID-19 in Germany.",2023 Nov,"Kuebart A, Stabler M",Spat Spatiotemporal Epidemiol
38034616,SARS-CoV-2 transmission via maritime cold chains: A statistical analysis of nucleic acid detection results of cold chain food imported from Fuzhou ports.,2023 Nov,"Chen Y, Zhao S, Xu Y, Cai M, Zhang G",Heliyon
38033649,"Effects of herbal medicines (Eunkyosan/Yin qiao san and Samsoeum/Shen su yin) for treating the common cold: A randomized, placebo-controlled, multicenter clinical trial.",2023 Dec,"Kim KI, Hong M, Park YC, Lee BJ, Kim K, Kang BK, Choi JY",Integr Med Res
38033024,In silico studies of anti-oxidative and hot temperament-based phytochemicals as natural inhibitors of SARS-CoV-2 Mpro.,2023,"Naderi Beni R, Elyasi-Ebli P, Gharaghani S, Seyedarabi A",PLoS One
38033001,Demand forecasting of cold-chain logistics of aquatic products in China under the background of the Covid-19 post-epidemic era.,2023,"Liu S, Chang L, Wang L",PLoS One
38027271,Pseudomonas aeruginosa in children with cerebral palsy: a prospective study.,2023,"Romaen K, Van Ussel I, Van Rossem C, Kenis S, Ceulemans B, Van Hoorenbeeck K, Verhulst S",Front Pediatr
38020735,"Anxiety, Depression, and Associated Factors among General Population in Indonesia during COVID-19 Pandemic: A Cross-Sectional Survey.",2023 Sep,"Windarwati HD, Lestari R, Poeranto S, Ati NAL, Kusumawati MW, Ilmy SK, Sulaksono AD, Fitriyah ET, Oktaviana W",J Caring Sci
38011546,Low-sugar universal mRNA vaccine against coronavirus variants with deletion of glycosites in the S2 or stem of SARS-CoV-2 spike messenger RNA (mRNA).,2023 Dec 5,"Cheng CW, Wu CY, Wang SW, Chen JY, Kung CC, Liao KS, Wong CH",Proc Natl Acad Sci U S A
38007044,Quantitative sensory testing defines the trajectory of sensory neuropathy after severe COVID-19.,2024 Jan,"Ponirakis G, Odriozola A, Ortega L, Martinez L, Odriozola S, Torrens A, Coroleu D, Martínez S, Sanz X, Ponce M, Meije Y, Clemente M, Duarte A, Odriozola MB, Malik RA",Diabetes Res Clin Pract
37999952,"Effectiveness of Self-Collected, Ambient Temperature-Preserved Nasal Swabs Compared to Samples Collected by Trained Staff for Genotyping of Respiratory Viruses by Shotgun RNA Sequencing: Comparative Study.",2023 Nov 24,"Soto R, Paul L, Porucznik CA, Xie H, Stinnett RC, Briggs B, Biggerstaff M, Stanford J, Schlaberg R",JMIR Form Res
37991848,Rapid Induction of Long-Lasting Systemic and Mucosal Immunity via Thermostable Microneedle-Mediated Chitosan Oligosaccharide-Encapsulated DNA Nanoparticles.,2023 Dec 12,"Li M, Yang L, Wang C, Cui M, Wen Z, Liao Z, Han Z, Zhao Y, Lang B, Chen H, Qian J, Shu Y, Zeng X, Sun C",ACS Nano
37984763,"Pre-existing cross-reactive neutralizing activity against SARS-CoV-2 and seasonal coronaviruses prior to the COVID-19 pandemic (2014-2019) with limited immunity against recent emerging SARS-CoV-2 variants, Vietnam.",2024 Feb,"Nguyen TTN, Choo EM, Nakamura Y, Suzuki R, Shiina T, Shin-I T, Fukuta M, Nguyen CT, Nguyen TTT, Nguyen LKH, Hoang VMP, Morita K, Dang DA, Hasebe F, Le TQM, Moi ML",Int J Infect Dis
37968647,Dysautonomia and small fiber neuropathy in post-COVID condition and Chronic Fatigue Syndrome.,2023 Nov 15,"Azcue N, Del Pino R, Acera M, Fernández-Valle T, Ayo-Mentxakatorre N, Pérez-Concha T, Murueta-Goyena A, Lafuente JV, Prada A, López de Munain A, Ruiz Irastorza G, Martín-Iglesias D, Ribacoba L, Gabilondo I, Gómez-Esteban JC, Tijero-Merino B",J Transl Med
37966795,Development of chilblain lesions during the COVID-19 pandemic is strongly associated with cold weather: a retrospective analysis of patients from a single centre in the USA.,2024 Feb 14,"Muser I, Gallop J, Narang J, Flatley EM, Tamburro J, Riegert M, Fernandez AP",Clin Exp Dermatol
37965519,Effects of environmental conditions on COVID-19 morbidity as an example of multicausality: a multi-city case study in Italy.,2023,"Murari A, Gelfusa M, Craciunescu T, Gelfusa C, Gaudio P, Bovesecchi G, Rossi R",Front Public Health
37964503,Orthodontics rewired: A new approach to predoctoral competency training.,2024 Mar,"Lipp MJ, Clarke CL, Cho K",J Dent Educ
37949657,Hot brain: practical climate change advice for neurologists.,2024 Jan 23,Sisodiya SM,Pract Neurol
37946735,Health Promotion and Racial Disparity in COVID-19 Mortality Among African American Populations.,2023,"Yedjou CG, Webster S, Osborne D, Liu J, Balagurunathan Y, Odewuni C, Latinwo L, Ngnepiepa P, Alo R, Tchounwou PB",Rep Glob Health Res
37944209,Relationship between COVID-related stressors and internalizing symptoms: Gendered neuroendocrine risk profiles.,2024 Jan,"Guzman JM, Boone MH, Suarez GL, Mitchell C, Monk CS, Hyde LW, Lopez-Duran NL",Psychoneuroendocrinology
37940989,Characterization of intrinsic and effective fitness changes caused by temporarily fixed mutations in the SARS-CoV-2 spike E484 epitope and identification of an epistatic precondition for the evolution of E484A in variant Omicron.,2023 Nov 8,"Schröder S, Richter A, Veith T, Emanuel J, Gudermann L, Friedmann K, Jeworowski LM, Mühlemann B, Jones TC, Müller MA, Corman VM, Drosten C",Virol J
37935165,Mediating Role of Viral Anxiety and Insomnia in Relationship Between Work-Related Stress and Depression Among Cold Chain Workers During COVID-19 Pandemic.,2023 Nov 6,"Xinjie D, Runlian H, Ahmed O, Cho E, Chung S",J Korean Med Sci
37933907,"Development of a rapid, sensitive detection method for SARS-CoV-2 and influenza virus based on recombinase polymerase amplification combined with CRISPR-Cas12a assay.",2023 Nov,"Wang Y, Wu L, Yu X, Wang G, Pan T, Huang Z, Cui T, Huang T, Huang Z, Nie L, Qian C",J Med Virol
37931939,Resilience in childhood vaccination: analysing delivery system responses to shocks in Lebanon.,2023 Nov,"Ismail SA, Tomoaia-Cotisel A, Noubani A, Fouad FM, Bell S, Borghi J, Blanchet K",BMJ Glob Health
37917893,"Efficacy and Safety of Huashi Baidu Granules in the Treatment of Children Suffering from Influenza with Exterior-cold and Interior-heat Syndrome: A Multi-center, Randomized Controlled Trial Protocol.",2024 May,"Li X, Chen Z, Liang H, Xu L, Wan L",Altern Ther Health Med
37915810,The mobile vaccine equity enhancement program-a model program for enhancing equity in vaccine availability based at a large health care system.,2023,"Broach J, Brown O, McEachern C, Forget J, Lancette P, Soucie N, Inzerillo J, Klugman R, Tosi S, Haddad A, Manor P, Bylund R, Dellostritto G, Grecchi M, Camelo C, Shirshac J, Eshghi K, Vega N, Hampson S, Follwell K, Gonzalez R, Hicks T, McCandless V, VanStratten T, Botros M, Jalbert T, Merwin C, Schellhammer W, Pelto I, Rodriguez M, LaPriore C, Lowell M, Radigan E, Gull L, Gruszecki A, Benoit S, Dickson E, Muller M",Front Public Health
37915653,Two years of COVID-19 vaccination in Nigeria: a review of the current situation of the pandemic: a literature review.,2023 Nov,"Ogunniyi TJ, Rufai BO, Uketeh SN, Turzin JK, Oyinloye EA, Effiong FB",Ann Med Surg (Lond)
37901229,The prospect of universal coronavirus immunity: characterization of reciprocal and non-reciprocal T cell responses against SARS-CoV2 and common human coronaviruses.,2023,"Soni MK, Migliori E, Fu J, Assal A, Chan HT, Pan J, Khatiwada P, Ciubotariu R, May MS, Pereira MR, De Giorgi V, Sykes M, Mapara MY, Muranski PJ",Front Immunol
37898701,"Association of atmospheric temperature with out-of-hospital natural deaths occurrence before and during the COVID-19 pandemic in Osaka, Japan.",2023 Oct 28,"Yoshizawa H, Hattori S, Yoshida KI, Maeda H, Kitamura T, Morii E",Sci Rep
37892206,Improved Stability and Manufacturability of Nucleocapsid Antigens for SARS-CoV2 Diagnostics through Protein Engineering.,2023 Oct 14,"Shukla E, Choudhury L, Rastogi S, Chawla A, Bhattacharya S, Kaushik U, Mittal M, Rathore AS, Pandey G",Biomolecules
37890179,"Trends in medical device company payments in neurosurgery: a nationwide, multidatabase, geospatial analysis.",2024 Apr 1,"Naik A, Peterman N, Berke C, Furey CG, DiDomenico J, Abbatematteo J, Detchou D, Catapano JS, Snyder LA, Lawton MT, Stroink A, Arnold PM",J Neurosurg
37879507,In vitro anti-severe acute respiratory syndrome coronavirus 2 effect of Ephedra przewalskii Stapf extract.,2024 Jan 30,"Kakimoto M, Nomura T, Nazmul T, Yamamoto A, Sasaki H, Higashiura A, Ito M, Ohge H, Mikage M, Ogawa KO, Sakaguchi T",J Ethnopharmacol
37879362,TMPRSS2 is a functional receptor for human coronavirus HKU1.,2023 Dec,"Saunders N, Fernandez I, Planchais C, Michel V, Rajah MM, Baquero Salazar E, Postal J, Porrot F, Guivel-Benhassine F, Blanc C, Chauveau-Le Friec G, Martin A, Grzelak L, Oktavia RM, Meola A, Ahouzi O, Hoover-Watson H, Prot M, Delaune D, Cornelissen M, Deijs M, Meriaux V, Mouquet H, Simon-Lorière E, van der Hoek L, Lafaye P, Rey F, Buchrieser J, Schwartz O",Nature
37878387,Climate change and the livelihoods of food crop farmers in Lesotho: Lessons for the implementation of the national climate change adaptation strategy.,2023 Special Issue on TIEMS,"Dick-Sagoe C, Nkrumah Hope K, Dick-Sagoe AD",J Emerg Manag
37872889,Persistent post-COVID headache is associated with suppression of scale-free functional brain dynamics in non-hospitalized individuals.,2023 Nov,"Churchill NW, Roudaia E, Jean Chen J, Gilboa A, Sekuler A, Ji X, Gao F, Lin Z, Masellis M, Goubran M, Rabin JS, Lam B, Cheng I, Fowler R, Heyn C, Black SE, MacIntosh BJ, Graham SJ, Schweizer TA",Brain Behav
37869062,Curcumin Transferosome-Loaded Thermosensitive Intranasal in situ Gel as Prospective Antiviral Therapy for SARS-Cov-2.,2023,"Eleraky NE, El-Badry M, Omar MM, El-Koussi WM, Mohamed NG, Abdel-Lateef MA, Hassan AS",Int J Nanomedicine
37864073,Humoral immune response to SARS-CoV-2 and endemic coronaviruses in urban and indigenous children in Colombia.,2023 Oct 20,"Fernández Villalobos NV, Marsall P, Torres Páez JC, Strömpl J, Gruber J, Lotto Batista M, Pohl D, Concha G, Frickmann H, de la Hoz Restrepo FP, Schneiderhan-Marra N, Krause G, Dulovic A, Strengert M, Kann S",Commun Med (Lond)
37854462,Four buildings and a flush: Lessons from degraded water quality and recommendations on building water management.,2024 Mar,"Ra K, Proctor C, Ley C, Angert D, Noh Y, Odimayomi T, Whelton AJ",Environ Sci Ecotechnol
37852005,Exploring the Effect of Trataka (A Yogic Cleansing Technique) and Cold Eye Pack on Eye Strain During COVID-19 Pandemic: A Randomized Three-Arm Trial.,2024 Apr,"Saoji AA, Swathi PS, Bhat R, Bansal B, Mohanty S, Raj Lakshmi RKR",J Integr Complement Med
37846807,"Waiting for the next winter. Outpatient pediatric visits for respiratory infections before, during, and after the COVID-19 pandemic in the city of Buenos Aires.",2024 Jan,"Gonzalez Pannia P, Torres F, Rodriguez Tablado M, Ferrero F",Pediatr Pulmonol
37844099,SARS-CoV-2 suppresses TLR4-induced immunity by dendritic cells via C-type lectin receptor DC-SIGN.,2023 Oct,"van der Donk LEH, Bermejo-Jambrina M, van Hamme JL, Volkers MMW, van Nuenen AC, Kootstra NA, Geijtenbeek TBH",PLoS Pathog
37835155,Effects of the COVID-19 Pandemic on Legionella Water Management Program Performance across a United States Lodging Organization.,2023 Oct 5,"Kunz JM, Hannapel E, Vander Kelen P, Hils J, Hoover ER, Edens C",Int J Environ Res Public Health
37817175,The role of trust in the implementation and uptake of COVID-19 response measures: a qualitative study of health professionals' experiences in Tanzania.,2023 Oct 10,"Metta E, Shayo EH, Ngalesoni F, Kalolo A, Nyamuryekung'e K, Mboya IB, Ndumwa HP, Njiro BJ, Amour MA",BMC Health Serv Res
37816655,"Safety, immunogenicity and efficacy of Relcovax®, a dual receptor binding domain (RBD) and nucleocapsid (N) subunit protein vaccine candidate against SARS-CoV-2 virus.",2024 Feb 15,"Sathe N, Shaikh S, Bhavsar M, Parte L, Gadiparthi A, Kad S, Sensarma S, Nalband H, Sangapillai R, Sivashanmuganathan S, Pusalkar R, Anandan S, Masand G, Pratapreddy K, Harinarayana Rao S, Gokhale A, Vidyadhar Reddy GEC, Karanam G, Phatarphekar A, Rao P, Ramana V, Ramnath RL",Vaccine
37814744,"The Burden and Characteristics of Post-COVID-19 Conditions Among Laboratory-Confirmed Delta and Omicron COVID-19 Cases: A Preliminary Study From Maharashtra, India.",2023 Sep,"Karyakarte RP, Das R, Rajmane MV, Dudhate S, Agarasen J, Pillai P, Chandankhede PM, Labhshetwar RS, Gadiyal Y, Kulkarni PP, Nizarudeen S, Mukade S, Joshi S",Cureus
37811957,Infection of Primary Nasal Epithelial Cells Grown at an Air-Liquid Interface to Characterize Human Coronavirus-Host Interactions.,2023 Sep 22,"Otter CJ, Fausto A, Tan LH, Weiss SR, Cohen NA",J Vis Exp
37809972,"Exploring the knowledge, practices & determinants of antibiotic self-medication among bangladeshi university students in the era of COVID-19: A cross-sectional study.",2023 Sep,"Wahab A, Alam MM, Hasan S, Halder S, Ullah MO, Hossain A",Heliyon
37795067,The Characteristics of Ocular Findings and the Presence of SARS-CoV-2 in the Tears of Coronavirus Disease 2019 Patients.,2023 Sep,"Singh K, Pattebahadur R, Shete V, Bang P, Mishra M, Gade N",Cureus
37780945,Alterations of erythropoiesis in Covid-19 patients: prevalence of positive Coombs tests and iron metabolism.,2023,"Schmitz L, Pirotte M, Lebeau A, Ernst M, Fillet M, Devey A, Schmitt J, Cobraiville G, Binsfeld M, Gofflot S, Beguin Y, Vertenoeil G",Ther Adv Hematol
37779797,Emergence of Pulmonary Tuberculosis While Recovering From COVID-19 Pneumonia: A Case Report.,2023 Aug,"Shrestha B, Mahat R",Cureus
37777266,The role of cross-reactive immunity to emerging coronaviruses: Implications for novel universal mucosal vaccine design.,2023 Oct,Alturaiki W,Saudi Med J
37765147,Modified mRNA Formulation and Stability for Cardiac and Skeletal Muscle Delivery.,2023 Aug 22,"Żak MM, Kaur K, Yoo J, Kurian AA, Adjmi M, Mainkar G, Yoon S, Zangi L",Pharmaceutics
37763907,Point-of-Care Devices for Viral Detection: COVID-19 Pandemic and Beyond.,2023 Sep 7,"Yadav SK, Verma D, Yadav U, Kalkal A, Priyadarshini N, Kumar A, Mahato K",Micromachines (Basel)
37760752,"Knowledge, Attitudes, and Practices Regarding Antibiotic Sales in Pharmacies in Medellín, Colombia 2023.",2023 Sep 19,"Colonia DRM, Ramírez Patiño D, Higuita-Gutiérrez LF",Antibiotics (Basel)
37759208,The effects of COVID-19 on African American communities in Baltimore's health enterprise zones: a mixed-methods examination.,2023 Sep 27,"Wikkeling-Scott LF, Gharipour M, Mohagheghi S",BMC Public Health
37752386,Study on disinfection effect of a 222-nm UVC excimer lamp on object surface.,2023 Sep 27,"Ning P, Han Y, Liu Y, Liu S, Sun Z, Wang X, Wang B, Gao F, Wang Y, Wang Y, Gao X, Chen G, Li X",AMB Express
37747597,Nanotechnology of inhalable vaccines for enhancing mucosal immunity.,2024 Mar,"Qin L, Sun Y, Gao N, Ling G, Zhang P",Drug Deliv Transl Res
37743118,Insights to COVID-19 vaccine delivery: Results from a survey of 27 countries.,2023 Oct 13,"Mathur I, Church R, Ruisch A, Noyes K, McCaffrey A, Griffiths U, Oyatoye I, Brenzel L, Walker D, Suharlim C",Vaccine
37741463,Spray dried lipid nanoparticle formulations enable intratracheal delivery of mRNA.,2023 Nov,"Friis KP, Gracin S, Oag S, Leijon A, Sand E, Lindberg B, Lázaro-Ibáñez E, Lindqvist J, Whitehead KA, Bak A",J Control Release
37734677,Cold atmospheric air plasma-activated mist as a potential decontaminant against SARS-CoV-2 surrogate in saliva.,2024 Jan,"Upadrasta A, Daniels S, Humphreys H",J Hosp Infect
37732974,Lived experiences of American adults who survive COVID-19: Implications for physical activity and interpersonal stress.,2023 Sep,"Piacentine LB, Barbosa HC, Haglund KA, Opielinski LE, Hunter SK, Papanek PE, Hoeger Bement M, Johnson NL",Fam Syst Health
37719417,Bacillus Calmette-Guérin vaccination for protection against recurrent herpes labialis: a nested randomised controlled trial.,2023 Oct,"Pittet LF, Moore CL, McDonald E, Barry S, Bonten M, Campbell J, Croda J, Dalcolmo M, Davidson A, Douglas MW, Gardiner K, Gwee A, Jardim B, Lacerda MVG, Lucas M, Lynn DJ, Manning L, de Oliveira RD, Perrett KP, Prat-Aymerich C, Richmond PC, Rocha JL, Rodriguez-Baño J, Warris A, Wood NJ, Messina NL, Curtis N, BRACE Trial Consortium Group",EClinicalMedicine
37717650,"Relationship between clinical symptom profiles and COVID-19 infection status during Delta-dominant period versus Omicron-dominant period-analysis of real-world data collected in Hiroshima Prefecture, Japan.",2023 Nov,"Hujamberdieva LM, Chimed-Ochir O, Yumiya Y, Tanaka J, Ohge H, Kuwabara M, Kishita E, Kubo T",Int J Infect Dis
37705731,The FDA-approved drug nitazoxanide is a potent inhibitor of human seasonal coronaviruses acting at postentry level: effect on the viral spike glycoprotein.,2023,"Piacentini S, Riccio A, Santopolo S, Pauciullo S, La Frazia S, Rossi A, Rossignol JF, Santoro MG",Front Microbiol
37704761,Electrochemical sensing platform based on screen-printed carbon electrode modified with plasma polymerized acrylonitrile nanofilms for determination of bupropion.,2023 Sep 14,"Madej M, Trzcińska A, Lipińska J, Kapica R, Fronczak M, Porada R, Kochana J, Baś B, Tyczkowski J",Mikrochim Acta
37700857,"The convergent evolution of influenza A virus: Implications, therapeutic strategies and what we need to know.",2023,"Low ZY, Wong KH, Wen Yip AJ, Choo WS",Curr Res Microb Sci
37697431,Lymphoplasmacytic lymphoma presenting cold agglutinin syndrome: Clonal expansion of KMT2D and IGHV4-34 mutations after COVID-19.,2023 Dec,"Hayashi K, Koyama D, Sato Y, Fukatsu M, Ikezoe T",Br J Haematol
37697227,Impact of COVID-19 on the changing pattern of human orthopneumovirus (respiratory syncytial virus) infection in Iran.,2023 Sep 11,"Yavarian J, Shatizadeh Malekshahi S, Faraji-Zonouz M, Kalantari S, Zadheidar S, Saghafi S, Tarpour F, Letafati A, Ahmadi AS, Shafiei-Jandaghi NZ, Mokhtari-Azad T",BMC Infect Dis
37691090,Efficacy of physiological seawater nasal irrigation for the treatment of children with SARS-CoV-2 Omicron BA.2 variant infection: a randomized controlled trial.,2024 May,"Lin JL, Zhang F, Li YB, Yuan SH, Wu JH, Zhang J, Zhang L, He Y, Chen J, Yin Y",World J Pediatr
37679164,Location optimization of fresh food e-commerce front warehouse.,2023 Jul 11,"Zhang D, Chen S, Zhou N, Shi P",Math Biosci Eng
37672412,Effect of an online Workplace Vocal Health and Low Stress Levels Promotion Program implemented in a Colombian university during COVID-19 pandemic.,2023,"Atará-Piraquive ÁP, Forero-Suárez LL, Cárdenas-Martinez JF, Cantor-Cutiva LC",Codas
37668370,One for all-human kidney Caki-1 cells are highly susceptible to infection with corona- and other respiratory viruses.,2023 Sep 28,"Daniels A, Fletcher S, Kerr HEM, Kratzel A, Pinto RM, Kriplani N, Craig N, Hastie CJ, Davies P, Digard P, Thiel V, Tait-Burkard C",J Virol
37653364,A formative research to explore the programmatic approach of vaccinating the Rohingya refugees and host communities against COVID-19 infection in Bangladesh.,2023 Aug 31,"Chowdhury AT, Kundu S, Sultana ZZ, Hijazi HHA, Hossain A",BMC Health Serv Res
37637809,Caregivers' understanding of childhood influenza vaccination during the epidemic in China. A mixed-methods study.,2023,"Han K, Hou Z, Tu S, Wang Q, Hu S, Xing Y, Du J, Zang S, Chantler T, Larson H",Front Public Health
37637714,Analysis on the Selection of Herbs in TCM COVID-19 Treatment Protocols Between Malaysia and China.,2023,"Wang X, Wang J, Pang F",Int J Gen Med
37632013,"Temporal Shift of the Respiratory Syncytial Virus Epidemic Peak for the Years 2020-2023 in Marseille, Southern France.",2023 Jul 31,"De Maria LC, Colson P, Morand A, Vanel N, Stoupan D, La Scola B, Boschi C",Viruses
37631915,Exigency of Plant-Based Vaccine against COVID-19 Emergence as Pandemic Preparedness.,2023 Aug 9,"Chattopadhyay A, Jailani AAK, Mandal B",Vaccines (Basel)
37622100,'It was called a grab bag and nobody wanted to grab them': Teachers' perceptions of school lunches during the COVID-19 pandemic - a regional case study.,2023 Jul,"Zaremba S, Cook WB, Anderson AS",J Public Health Res
37611782,"Impact of the COVID-19 outbreak on urban air, Land surface temperature and air pollution in cold climate zones.",2023 Nov 15,"Yilmaz S, Menteş Y, Angin SN, Qaid A",Environ Res
37607200,Nanograms of SARS-CoV-2 spike protein delivered by exosomes induce potent neutralization of both delta and omicron variants.,2023,"Cacciottolo M, Li Y, Nice JB, LeClaire MJ, Twaddle R, Mora CL, Adachi SY, Young M, Angeles J, Elliott K, Sun M",PLoS One
37601173,Short-term effects of air pollution and weather changes on the occurrence of acute aortic dissection in a cold region.,2023,"Zhang H, Yin L, Zhang Y, Qiu Z, Peng S, Wang Z, Sun B, Ding J, Liu J, Du K, Wang M, Sun Y, Chen J, Zhao H, Song T, Sun Y",Front Public Health
37599223,SARS-CoV-2 co-infections during an ongoing phase III common cold trial.,2023 Aug,Friedland P,Intern Med J
37589849,Experimental study on a -86 °C cascade refrigeration unit with environmental-friendly refrigerants R290-R170.,2023 Sep,"Liu Z, Yuan K, Ling Y, Tan H, Yang S",Environ Sci Pollut Res Int
37583121,"Achyrocline satureioides as an adjuvant therapy for the management of mild viral respiratory infections in the context of COVID-19: Preliminary results of a randomized, placebo-controlled, and open-label clinical trial.",2023 Nov,"Bastos CIM, Dani C, Cechinel LR, da Silva Neves AH, Rasia FB, Bianchi SE, da Silveira Loss E, Lamers ML, Meirelles G, Bassani VL, Siqueira IR",Phytother Res
37580171,In situ generation of cold atmospheric plasma-activated mist and its biocidal activity against surrogate viruses for COVID-19.,2023 Aug 1,"Upadrasta A, Daniels S, Thompson TP, Gilmore B, Humphreys H",J Appl Microbiol
37574790,The Impact of COVID-19 Pandemic on Intimate Partner Violence (IPV) Against Women.,2023 Oct,"Uzoho IC, Baptiste-Roberts K, Animasahun A, Bronner Y",Int J Soc Determinants Health Health Serv
37559726,Divergent adaptive immune responses define two types of long COVID.,2023,"Kervevan J, Staropoli I, Slama D, Jeger-Madiot R, Donnadieu F, Planas D, Pietri MP, Loghmari-Bouchneb W, Alaba Tanah M, Robinot R, Boufassa F, White M, Salmon-Ceron D, Chakrabarti LA",Front Immunol
